sn,species,lab_no,sex,pref_age,pref_status,blank_space,postf_age,postf_status,blanck,ageC,statusC,blanck,year,nest_ID,lay_date,Chick_trivial_ID,Ring_ID,site,Relative_hatch_order,hatch_order,age_diff,clutch_size,brood_size,No_fledgelings,Fledged?,Fledge_age,Fledge_mass,Fledge_tarsus,Fledge_FS,Fledge_FSO,blanck,ID_Bio_mom,ID_Bio_dad,paternity_text,paternity,Fledged,got_sender,Excluded_from_sendered,Last_recorded_age_days,Final_status,Details_about_final_status,Issues
98,BC,WG06_231,F,8,1,,NA,NA,,8,1,,2002,2002_19,94,C62 YBS chick 3,,Kapunga,0.6,3,1,7,5,2,No,NA,NA,NA,NA,NA,,BC#9,WG06_128,WPO,0,No,No,,8,dead,predated,
99,BC,WG06_232,M,8,1,,NA,NA,,8,1,,2002,2002_19,94,C63 YBS chick 4,,Kapunga,0.8,4,2,7,5,2,No,NA,NA,NA,NA,NA,,BC#9,WG06_128,WPO,0,No,No,,8,dead,predated,
100,BC,WG06_233,F,3,1,,NA,NA,,3,1,,2002,2002_19,94,C64 YBS chick 5,,Kapunga,1,5,3,7,5,2,No,NA,NA,NA,NA,NA,,BC#9,WG06_128,WPO,0,No,No,,3,dead,predated,
101,BC,WG06_221,F,11,0,,NA,NA,,11,0,,2002,2002_20,87,C52 D12/13 endnest chick 1 re/4,,Kapunga,0.4,2,0,5,5,5,yes,11,60,25.7,21,0,,BC#11,WG06_161,WPO,0,yes,No,,11,Censored,,
102,BC,WG06_222,F,11,0,,NA,NA,,11,0,,2002,2002_20,87,"C53 D12/13 endNest chick 2 li 2, 4",,Kapunga,0.8,4,3,5,5,5,yes,11,66,25.7,20,0,,BC#11,WG06_161,WPO,0,yes,No,,11,Censored,,
103,BC,WG06_224,M,13,0,,NA,NA,,13,0,,2002,2002_20,87,"C55 D12/13 END chick 4 ? 2, 3",,Kapunga,0.6,3,1,5,5,5,yes,13,75,28.5,27,0,,BC#11,BC*7,EPO,1,yes,No,,13,Censored,,
104,BC,WG06_225,M,8,0,,NA,NA,,8,0,,2002,2002_20,87,C56 D12/13 End Nest chick 5,,Kapunga,1,5,5,5,5,5,yes,8,36,19.4,7,0,,BC#11,WG06_128,EPO,1,yes,No,,8,Censored,,
105,BC,WG06_227,M,14,0,,NA,NA,,14,0,,2002,2002_20,87,"C58 D12/13 END N2 chick 3 re 2, 3",,Kapunga,0.2,1,0,5,5,5,yes,14,67,29.6,34,1,,BC#11,WG06_161,WPO,0,yes,No,,14,Censored,,
106,BC,CM05_101,F,15,0,,NA,NA,,15,0,,2005,2005_01,23,B-DGAP 1   chick R 2+3,GN 52385,Kapunga,0.2,1,0,3,3,3,Yes,15,88,31.8,NA,NA,,BC#12,CM05_057,WPO,0,Yes,No,,15,Censored,,
107,BC,CM05_114,F,13,0,,NA,NA,,13,0,,2005,2005_01,23,B-DGAP 1   chick R 1+4,GN 52384,Kapunga,1,3,2,3,3,3,Yes,13,83,29.9,27.6,NA,,BC#12,CM05_057,WPO,0,Yes,No,,13,Censored,,
108,BC,CM05_121,M,14,0,,NA,NA,,14,0,,2005,2005_01,23,B-DGAP 1   chick L 1+4,GN 52386,Kapunga,0.6,2,1,3,3,3,Yes,14,72,30.6,NA,NA,,BC#12,CM05_057,WPO,0,Yes,No,,14,Censored,,
109,BC,CM05_088,F,14,0,,NA,NA,,14,0,,2005,2005_02,50,B-GAY1 R 1+4,GN 52356,Kapunga,0.4,2,1,5,4,4,Yes,14,91,29.4,34.2,NA,,CM05_019,CM05_110,WPO,0,Yes,No,,14,Censored,,
110,BC,CM05_089,F,15,0,,NA,NA,,15,0,,2005,2005_02,50,B-GAY1 R 2+3,GN 52351,Kapunga,0.2,1,0,5,4,4,Yes,15,86,31.6,31.4,NA,,CM05_019,CM05_110,WPO,0,Yes,No,,15,Censored,,
111,BC,CM05_106,F,15,0,,NA,NA,,15,0,,2005,2005_02,50,B-GAY 1   chick L 2+3,GN 52361,Kapunga,0.6,3,2,5,4,4,Yes,15,107,32,NA,NA,,CM05_019,CM05_110,WPO,0,Yes,No,,15,Censored,,
112,BC,CM05_111,F,13,0,,NA,NA,,13,0,,2005,2005_02,50,B-GAY 1   chick L 1+4,GN 52365,Kapunga,0.8,4,3,5,4,4,Yes,13,88,29,29.4,NA,,CM05_019,CM05_110,WPO,0,Yes,No,,13,Censored,,
113,BC,CM05_020,F,13,0,,NA,NA,,13,0,,2005,2005_03,45,Black Coucal Nest New # 1 Chick 1(CM 00001),,Kapunga,0.2,1,0,4,4,4,Yes,13,81,21.6,18,NA,,CM05_027,CM05_029,WPO,0,Yes,No,,13,Censored,,
114,BC,CM05_021,F,12,0,,NA,NA,,12,0,,2005,2005_03,45,Black Coucal Nest New # 1 Chick 2 (CM 00002),,Kapunga,0.8,3,2,4,4,4,Yes,12,71,26.5,27,NA,,CM05_027,CM05_029,WPO,0,Yes,No,,12,Censored,,
115,BC,CM05_022,F,12,0,,NA,NA,,12,0,,2005,2005_03,45,Black Coucal Nest New # 1 Chick 3 (CM 00003),,Kapunga,1,4,3,4,4,4,Yes,12,78,26.3,29,NA,,CM05_027,BC*10,EPO,1,Yes,No,,12,Censored,,
116,BC,CM05_023,F,13,0,,NA,NA,,13,0,,2005,2005_03,45,Black Coucal Nest New # 1 Chick 4 (CM 00004),,Kapunga,0.4,2,1,4,4,4,Yes,13,72,28.3,30,NA,,CM05_027,CM05_029,WPO,0,Yes,No,,13,Censored,,
117,BC,CM05_030,M,14,0,,NA,NA,,14,0,,2005,2005_04,37,"Black Coucal Nest5 Chick 1 (R2,3)",,Kapunga,0.2,1,0,4,3,3,Yes,14,65,30.2,34,NA,,BC#13,BC*11,WPO,0,Yes,No,,14,Censored,,
118,BC,CM05_031,M,13,0,,NA,NA,,13,0,,2005,2005_04,37,"Black Coucal Nest5 Chick 2 (R1,4)",,Kapunga,0.4,2,1,4,3,3,Yes,13,59,28,36,NA,,BC#13,BC*11,WPO,0,Yes,No,,13,Censored,,
119,BC,CM05_032,F,12,0,,NA,NA,,12,0,,2005,2005_04,37,"Black Coucal Nest5 Chick 3 (L2,3)",,Kapunga,0.8,3,2,4,3,3,Yes,12,75,27.5,32,NA,,BC#13,BC*11,WPO,0,Yes,No,,12,Censored,,
120,BC,CM05_109,F,NA,NA,,NA,NA,,NA,NA,,2005,2005_05,109,B-LAW 2   egg sample,,Kapunga,1,3,2,3,1,0,No,NA,NA,NA,NA,NA,,CM05_119,BC*12,EPO,1,NA,NA,,NA,Egg sample,,
121,BC,CM05_095,M,10,0,,NA,NA,,10,0,,2005,2005_07,94,B-VAR 2   chick L 2+3,GN 52374,Kapunga,0.4,2,2,5,4,2,Yes,10,76,22.3,18.3,NA,,CM05_016,CM05_065,WPO,0,Yes,No,,10,Censored,,
122,BC,CM05_103,M,11,0,,NA,NA,,11,0,,2005,2005_07,94,B-VAR 2   chick R 1+4,GN 52373,Kapunga,0.2,1,0,5,4,2,yes,11,59,24.5,18.9,NA,,CM05_016,CM05_065,WPO,0,yes,No,,11,Censored,,
123,BC,CM05_107,F,7,1,,NA,NA,,7,1,,2005,2005_07,94,B-VAR 2   chick R 2+3 (CM 00026),,Kapunga,0.6,3,1,5,4,2,No,NA,NA,NA,NA,NA,,CM05_016,CM05_065,WPO,0,No,No,,7,dead,predated,
124,BC,CM05_093,F,15,0,,NA,NA,,15,0,,2005,2005_08,103,B-WLB 2   chick R 2+3,GN 52381,Kapunga,0.2,1,0,6,3,3,Yes,15,85,30,NA,NA,,CM05_007,CM05_094,WPO,0,Yes,No,,15,Censored,,
125,BC,CM05_100,F,14,0,,NA,NA,,14,0,,2005,2005_08,103,B-WLB 2   chick L 2+3,GN 52382,Kapunga,0.4,2,1,6,3,3,Yes,14,87,30.6,NA,NA,,CM05_007,CM05_094,WPO,0,Yes,No,,14,Censored,,
126,BC,CM05_108,F,13,0,,NA,NA,,13,0,,2005,2005_08,103,B-WLB 2   chick R 1+4,GN 52383,Kapunga,0.6,3,2,6,3,3,Yes,13,86,28.7,28,NA,,CM05_007,CM05_094,WPO,0,Yes,No,,13,Censored,,
127,BC,CM05_090,F,NA,NA,,NA,NA,,NA,NA,,2005,2005_09,103,B-WLB 2 egg sample (egg C),,Kapunga,1,6,5,6,3,3,No,NA,NA,NA,NA,NA,,CM05_119,BC*13,EPO,1,NA,NA,,NA,Egg sample,,
128,BC,CM05_099,M,12,0,,NA,NA,,12,0,,2005,2005_09,45,Nest 14   chick R 2+3,GN 52364,Kapunga,0.6,2,1,3,2,2,Yes,12,63,24.9,NA,NA,,CM05_119,BC*14,WPO,0,Yes,No,,12,Censored,,
129,BC,CM05_124,M,11,0,,NA,NA,,11,0,,2005,2005_09,45,Nest 14   chick L 2+3,GN 52363,Kapunga,0.2,1,0,3,2,2,Yes,11,68,24.9,NA,NA,,CM05_119,BC*14,WPO,0,Yes,No,,11,Censored,,
130,BC,CM05_034,M,14,0,,NA,NA,,14,0,,2005,2005_10,77,Nest 4 Chick R 1+4 (CM 00012),,Kapunga,0.4,2,1,5,5,4,Yes,14,NA,NA,NA,NA,,CM05_041,BC*15,EPO,1,Yes,No,,14,Censored,,
131,BC,CM05_035,M,13,0,,NA,NA,,13,0,,2005,2005_10,77,Nest 4 Chick R 2+3 (CM 00011),,Kapunga,0.6,3,2,5,5,4,yes,13,72,NA,NA,NA,,CM05_041,CM05_040,WPO,0,yes,No,,13,Censored,,
132,BC,CM05_036,F,15,0,,NA,NA,,15,0,,2005,2005_10,77,Nest 4 Chick L 2+3 (CM 00013),,Kapunga,0.2,1,0,5,5,4,yes,15,88,NA,NA,NA,,CM05_041,CM05_040,WPO,0,yes,No,,15,Censored,,
133,BC,CM05_039,F,14,0,,NA,NA,,14,0,,2005,2005_10,77,Nest 4 Chick L 1+4,GN 44459,Kapunga,0.8,4,3,5,5,4,yes,14,81,29.4,NA,NA,,CM05_041,CM05_040,WPO,0,yes,No,,14,Censored,,
134,BC,CM05_053,F,14,0,,NA,NA,,14,0,,2005,2005_11,45,Nest 9 GN 44467,GN 44467,Kapunga,0.2,1,0,3,3,3,Yes,14,98,31.3,NA,NA,,CM05_058,CM05_056,WPO,0,Yes,No,,14,Censored,,
135,BC,CM05_054,F,12,0,,NA,NA,,12,0,,2005,2005_11,45,Nest 9 GN 44468,GN 44468,Kapunga,0.6,2,2,3,3,3,Yes,12,82,27.3,NA,NA,,CM05_058,CM05_056,WPO,0,Yes,No,,12,Censored,,
136,BC,CM05_055,F,11,0,,NA,NA,,11,0,,2005,2005_11,45,Nest 9 GN 44469,GN 44469,Kapunga,1,3,3,3,3,3,Yes,11,84,26.3,NA,NA,,CM05_058,CM05_056,WPO,0,Yes,No,,11,Censored,,
137,BC,CM05_076,M,11,0,,NA,NA,,11,0,,2005,2005_12,59,Nest B17 Chick L 1+4,GN 44500,Kapunga,1,4,5,4,4,4,Yes,11,56,23.2,NA,NA,,CM05_119,CM05_083,WPO,0,Yes,No,,11,Censored,,
138,BC,CM05_077,F,13,0,,NA,NA,,13,0,,2005,2005_12,59,Nest B17 Chick R 1+4,GN 44496,Kapunga,0.8,3,3,4,4,4,Yes,13,73,27.9,NA,NA,,CM05_119,CM05_083,WPO,0,Yes,No,,13,Censored,,
139,BC,CM05_078,M,14,0,,NA,NA,,14,0,,2005,2005_12,59,Nest B17 Chick L 2+3,GN 44495,Kapunga,0.2,1,0,4,4,4,Yes,14,63,27.6,NA,NA,,CM05_119,CM05_083,WPO,0,Yes,No,,14,Censored,,
140,BC,CM05_079,M,11,0,,NA,NA,,11,0,,2005,2005_12,59,Nest B17 Chick R 2+3,GN 44497,Kapunga,0.4,2,1,4,4,4,Yes,11,64,26.8,NA,NA,,CM05_119,CM05_083,WPO,0,Yes,No,,11,Censored,,
141,BC,CM05_080,M,15,0,,NA,NA,,15,0,,2005,2005_13,77,Nest B-PAY1 Chick L 2+3,GN 52353,Kapunga,0.2,1,0,4,4,4,Yes,15,74,30.3,NA,NA,,CM05_024,BC*16,EPO,1,Yes,No,,15,Censored,,
142,BC,CM05_081,M,12,0,,NA,NA,,12,0,,2005,2005_13,77,Nest B-PAY1 Chick R 2+3,GN 52352,Kapunga,0.8,3,2,4,4,4,Yes,12,63,26.7,NA,NA,,CM05_024,BC*16,EPO,1,Yes,No,,12,Censored,,
143,BC,CM05_082,F,14,0,,NA,NA,,14,0,,2005,2005_13,77,Nest B-PAY1 (B) Chick R  1+4,GN 52354,Kapunga,0.4,2,1,4,4,4,Yes,14,87,32.1,NA,NA,,CM05_024,CM05_084,WPO,0,Yes,No,,14,Censored,,
144,BC,CM05_086,M,13,0,,NA,NA,,13,0,,2005,2005_13,77,B-PAY1 L 1+4,GN 52357,Kapunga,1,4,3,4,4,4,Yes,13,73,39.3,NA,NA,,CM05_024,BC*17,EPO,1,Yes,No,,13,Censored,,
145,BC,CM05_062,M,13,0,,NA,NA,,13,0,,2005,2005_14,84,Nest B-VAR1 chick R 2+3 (CM 00023),,Kapunga,0.8,3,2,4,3,3,Yes,13,56,26.4,NA,NA,,CM05_016,BC*18,EPO,1,Yes,No,,13,Censored,,
146,BC,CM05_063,M,14,0,,NA,NA,,14,0,,2005,2005_14,84,Black Coucal Nest VAR1 chick L 2+3,GN 44481,Kapunga,0.4,2,1,4,3,3,Yes,14,60,26.6,NA,NA,,CM05_016,CM05_065,WPO,0,Yes,No,,14,Censored,,
147,BC,CM05_064,F,15,0,,NA,NA,,15,0,,2005,2005_14,84,Nest B-VAR1 Chick GN 44477,GN 44477,Kapunga,0.2,1,0,4,3,3,Yes,15,80,29.4,NA,NA,,CM05_016,CM05_065,WPO,0,Yes,No,,15,Censored,,
148,BC,CM05_068,M,NA,NA,,NA,NA,,NA,NA,,2005,2005_14,84,Nest VAR 1 Embryo,,Kapunga,1,4,3,4,3,3,No,NA,NA,NA,NA,NA,,CM05_016,BC*18,EPO,1,NA,NA,,NA,Egg sample,,
149,BC,CM05_059,F,15,0,,NA,NA,,15,0,,2005,2005_15,89,Nest B-WAG1 chick - dark green,GN 44475,Kapunga,0.2,1,0,6,3,3,Yes,15,92,NA,NA,NA,,CM05_011,CM05_066,WPO,0,Yes,No,,15,Censored,,
150,BC,CM05_060,M,14,0,,NA,NA,,14,0,,2005,2005_15,89,Nest B-WAG1 chick - DB (CM 00005),,Kapunga,0.4,2,1,6,3,3,Yes,14,69,NA,NA,NA,,CM05_011,CM05_066,WPO,0,Yes,No,,14,Censored,,
151,BC,CM05_061,M,11,0,,NA,NA,,11,0,,2005,2005_15,89,Nest B-WAG1 chick L 2+3 (CM 00006),,Kapunga,0.6,3,3,6,3,3,Yes,11,54,NA,NA,NA,,CM05_011,CM05_066,WPO,0,Yes,No,,11,Censored,,
152,BC,CM05_042,F,12,0,,NA,NA,,12,0,,2005,2005_16,45,Nest B-YB1 Chick L 1+4 (CM 00009),,Kapunga,0.2,1,0,5,5,4,Yes,12,66,26.7,NA,NA,,CM05_004,BC*17,WPO,0,Yes,No,,12,Censored,,
153,BC,CM05_043,M,11,0,,NA,NA,,11,0,,2005,2005_16,45,Nest B-YB1 Chick L 2+3 (CM 00008),,Kapunga,0.4,2,1,5,5,4,Yes,11,56,26.3,NA,NA,,CM05_004,BC*17,WPO,0,Yes,No,,11,Censored,,
154,BC,CM05_049,M,11,0,,NA,NA,,11,0,,2005,2005_16,45,Nest B-YB1 chick R 1+4 (CM 00007),,Kapunga,0.8,4,3,5,5,4,Yes,11,50,22.7,NA,NA,,CM05_004,BC*17,WPO,0,Yes,No,,11,Censored,,
155,BC,CM05_050,M,15,0,,NA,NA,,15,0,,2005,2005_16,45,Nest B-YB1 chick R 2+3,GN 44473,Kapunga,0.6,3,2,5,5,4,Yes,15,76,30.5,NA,NA,,CM05_004,BC*17,WPO,0,Yes,No,,15,Censored,,
156,BC,CM05_052,M,9,1,,NA,NA,,9,1,,2005,2005_16,45,Nest B-YB1 chick - no color (CM 00010),,Kapunga,1,5,4,5,5,4,No,NA,NA,NA,NA,NA,,CM05_004,BC*17,WPO,0,No,No,,9,dead,,
157,BC,CW13_013,F,NA,NA,,NA,NA,,NA,NA,,2006,2006_04,91,Ei 2,,Kapunga,0.4,2,NA,4,0,0,No,NA,NA,NA,NA,NA,,BC#14,BC*19,WPO,0,NA,NA,,NA,Egg sample,,
158,BC,CW13_014,F,NA,NA,,NA,NA,,NA,NA,,2006,2006_04,91,Ei 3,,Kapunga,0.8,3,NA,4,0,0,No,NA,NA,NA,NA,NA,,BC#14,CW13_038,EPO,1,NA,NA,,NA,Egg sample,,
159,BC,CW13_003,F,9,0,,NA,NA,,9,0,,2006,2006_11,100,GN 52433,GN  52433,Kapunga,0.2,1,0,3,3,3,Yes,NA,NA,NA,NA,NA,,BC#15,CW13_035,WPO,0,Yes,No,,9,Censored,,
160,BC,CW13_004,F,8,0,,NA,NA,,8,0,,2006,2006_11,100,GN 52434,GN 52434,Kapunga,0.6,2,1,3,3,3,Yes,NA,NA,NA,NA,NA,,BC#15,CW13_035,WPO,0,Yes,No,,8,Censored,,
161,BC,CW13_015,M,8,0,,NA,NA,,8,0,,2006,2006_11,100,GN 52435,GN 52435,Kapunga,1,3,2,3,3,3,Yes,NA,NA,NA,NA,NA,,BC#15,CW13_035,WPO,0,Yes,No,,8,Censored,,
162,BC,CW13_005,M,9,0,,NA,NA,,9,0,,2006,2006_13,113,GN 52441,GN 52441,Kapunga,0.2,1,0,4,3,3,Yes,NA,NA,NA,NA,NA,,CW13_022,BC*20,WPO,0,Yes,No,,9,Censored,,
163,BC,CW13_006,F,8,0,,NA,NA,,8,0,,2006,2006_13,113,GN 52442,GN 52442,Kapunga,0.4,2,1,4,3,3,Yes,NA,NA,NA,NA,NA,,CW13_022,BC*20,WPO,0,Yes,No,,8,Censored,,
164,BC,CW13_007,M,6,0,,NA,NA,,6,0,,2006,2006_13,113,GN 52443,GN 52443,Kapunga,0.8,3,2,4,3,3,Yes,NA,NA,NA,NA,NA,,CW13_022,BC*20,WPO,0,Yes,No,,6,Censored,,
165,BC,CW13_077,F,15,0,,NA,NA,,15,0,,2008,2008_01,41,"le 1,4",,Kapunga,0.2,1,0,4,3,3,Yes,15,74,28.9,37.6,0,,CW13_106,CW13_124,WPO,0,Yes,No,,15,Censored,,
166,BC,CW13_078,F,13,0,,NA,NA,,13,0,,2008,2008_01,41,"re 1,2,3,4",,Kapunga,0.8,3,2,4,3,3,Yes,13,74,28.4,26.8,0,,CW13_106,CW13_124,WPO,0,Yes,No,,13,Censored,,
167,BC,CW13_079,M,14,0,,NA,NA,,14,0,,2008,2008_01,41,"re 2,3",,Kapunga,0.4,2,1,4,3,3,Yes,14,69,25.3,23,0,,CW13_106,CW13_124,WPO,0,Yes,No,,14,Censored,,
168,BC,CW13_093,M,12,0,,NA,NA,,12,0,,2008,2008_02,50,"ri 2,4",,Kapunga,0.4,2,0,4,4,4,Yes,12,58,23,23,0,,CW13_117,BC*21,WPO,0,Yes,No,,12,Censored,,
169,BC,CW13_094,F,12,0,,NA,NA,,12,0,,2008,2008_02,50,"le 1,4",,Kapunga,0.2,1,0,4,4,4,Yes,12,68,24.9,24.7,0,,CW13_117,BC*21,WPO,0,Yes,No,,12,Censored,,
170,BC,CW13_095,M,11,0,,NA,NA,,11,0,,2008,2008_02,50,"ri 1,2,3,4",,Kapunga,0.8,3,1,4,4,4,Yes,11,53,22.1,15.6,0,,CW13_117,BC*21,WPO,0,Yes,No,,11,Censored,,
171,BC,CW13_096,F,9,0,,NA,NA,,9,0,,2008,2008_02,50,"le 1,2,3,4",,Kapunga,1,4,2,4,4,4,Yes,9,45.5,16.8,5.5,0,,CW13_117,BC*22,EPO,1,Yes,No,,9,Censored,,
172,BC,CW13_091,F,10,0,,NA,NA,,10,0,,2008,2008_03,48,"le 2,3",,Kapunga,0.4,2,1,4,2,2,Yes,10,75,23.5,19.4,0,,CW13_121,CW13_119,WPO,0,Yes,No,,10,Censored,,
173,BC,CW13_092,M,11,0,,NA,NA,,11,0,,2008,2008_03,48,"ri 1,4",,Kapunga,0.2,1,0,4,2,2,Yes,11,64.5,26.2,27.8,0,,CW13_121,CW13_119,WPO,0,Yes,No,,11,Censored,,
174,BC,CW13_082,M,13,0,,NA,NA,,13,0,,2008,2008_05,48,"ri 1,4",,Kapunga,0.2,1,0,4,4,4,Yes,13,63.5,28.4,31.3,0,,BC#16,CW13_120,WPO,0,Yes,No,,13,Censored,,
175,BC,CW13_083,F,12,0,,NA,NA,,12,0,,2008,2008_05,48,"ri 1,2,3,4",,Kapunga,0.4,2,1,4,4,4,Yes,12,75,27.1,25.1,0,,BC#16,CW13_120,WPO,0,Yes,No,,12,Censored,,
176,BC,CW13_084,M,11,0,,NA,NA,,11,0,,2008,2008_05,48,"le 2,3",,Kapunga,0.8,3,2,4,4,4,Yes,11,59,26.6,24.5,0,,BC#16,CW13_120,WPO,0,Yes,No,,11,Censored,,
177,BC,CW13_085,F,14,0,,NA,NA,,14,0,,2008,2008_05,48,"le 1,2,3,4",,Kapunga,1,4,3,4,4,4,Yes,14,74,26.2,27.6,0,,BC#16,BC*23,EPO,1,Yes,No,,14,Censored,,
178,BC,CW13_097,M,8,0,,NA,NA,,8,0,,2008,2008_07,32,"ri 2,3",,Kapunga,0.6,3,2,7,6,0,No,NA,NA,NA,NA,NA,,CW13_108,BC*24,WPO,0,No,No,,8,Censored,,
179,BC,CW13_098,F,10,0,,NA,NA,,10,0,,2008,2008_07,32,"ri 1,4",,Kapunga,0.2,1,0,7,6,0,No,NA,NA,NA,NA,NA,,CW13_108,BC*24,WPO,0,No,No,,10,Censored,,
180,BC,CW13_099,F,7,0,,NA,NA,,7,0,,2008,2008_07,32,"ri 1,2,3,4",,Kapunga,0.8,4,3,7,6,0,No,NA,NA,NA,NA,NA,,CW13_108,BC*24,WPO,0,No,No,,7,Censored,,
181,BC,CW13_100,F,9,0,,NA,NA,,9,0,,2008,2008_07,32,"le 1,4",,Kapunga,0.4,2,1,7,6,0,No,NA,NA,NA,NA,NA,,CW13_108,BC*24,WPO,0,No,No,,9,Censored,,
182,BC,CW13_074,M,13,0,,NA,NA,,13,0,,2008,2008_08,55,"ri 1,4",,Kapunga,0.2,1,0,3,3,3,Yes,13,70,27.9,30.1,2,,CW13_107,CW13_123,WPO,0,Yes,No,,13,Censored,,
183,BC,CW13_075,M,13,0,,NA,NA,,13,0,,2008,2008_08,55,"le 1,4",,Kapunga,0.6,2,0,3,3,3,Yes,13,63,27.5,17,13,,CW13_107,CW13_123,WPO,0,Yes,No,,13,Censored,,
184,BC,CW13_076,M,12,0,,NA,NA,,12,0,,2008,2008_08,55,"le 2,3",,Kapunga,1,3,1,3,3,3,Yes,12,55,26,23.8,0,,CW13_107,CW13_123,WPO,0,Yes,No,,12,Censored,,
185,BC,CW13_080,M,14,0,,NA,NA,,14,0,,2008,2008_14,41,"le 2,3",,Kapunga,0.2,1,0,4,2,2,Yes,14,55,27,34.1,0,,CW13_117,CW13_125,WPO,0,Yes,No,,14,Censored,,
186,BC,CW13_081,F,15,0,,NA,NA,,15,0,,2008,2008_14,41,"ri 1,4",,Kapunga,0.4,2,1,4,2,2,Yes,15,86,28,35.5,0,,CW13_117,BC*25,EPO,1,Yes,No,,15,Censored,,
187,BC,CW13_089,M,13,0,,NA,NA,,13,0,,2008,2008_15,46,"ri 2,3",,Kapunga,0.2,1,0,4,3,2,Yes,13,80.5,28.9,32,0,,CW13_107,BC*26,WPO,0,Yes,No,,13,Censored,,
188,BC,CW13_090,F,11,0,,NA,NA,,11,0,,2008,2008_15,46,"ri 1,4",,Kapunga,0.8,3,2,4,3,2,Yes,11,82.5,25.2,18.8,0,,CW13_107,BC*26,WPO,0,Yes,No,,11,Censored,,
189,BC,CW13_086,F,9,1,,NA,NA,,9,1,,2008,2008_16,45,"le 2,3",,Kapunga,0.6,2,1,3,3,0,No,NA,NA,NA,NA,NA,,CW13_072,BC*25,WPO,0,No,No,,9,dead,,
190,BC,CW13_087,F,10,1,,NA,NA,,10,1,,2008,2008_16,45,"ri 1,4",,Kapunga,0.2,1,0,3,3,0,No,NA,NA,NA,NA,NA,,CW13_072,BC*25,WPO,0,No,No,,10,dead,,
191,BC,CW13_088,F,8,1,,NA,NA,,8,1,,2008,2008_16,45,"ri 1,2,3,4",,Kapunga,1,3,2,3,3,0,No,NA,NA,NA,NA,NA,,CW13_072,BC*25,WPO,0,No,No,,8,dead,,
192,BC,CW13_102,F,NA,NA,,NA,NA,,NA,NA,,2008,2008_19,66,NA -egg,,Kapunga,0.2,1,NA,4,0,0,No,NA,NA,NA,NA,NA,,CW13_109,BC*27,EPO,1,NA,NA,,NA,Egg sample,,
193,BC,CW13_103,M,NA,NA,,NA,NA,,NA,NA,,2008,2008_19,66,NA -egg,,Kapunga,0.4,2,NA,4,0,0,No,NA,NA,NA,NA,NA,,CW13_109,BC*28,WPO,0,NA,NA,,NA,Egg sample,,
194,BC,CW13_105,NA,NA,NA,,NA,NA,,NA,NA,,2008,2008_19,66,NA -egg,NA,Kapunga,1,4,NA,4,0,0,No,NA,NA,NA,NA,NA,,BC#17,BC*29,WPO,0,NA,NA,,NA,Egg sample,,
195,BC,CW13_131,F,13,0,,NA,NA,,13,0,,2010,2010_02,46,"ri 1,4",,Kapunga,0.2,1,0,4,4,3,Yes,13,80,28.5,28,0,,CW13_250,BC*30,EPO,1,Yes,No,,13,Censored,,
196,BC,CW13_132,M,12,0,,NA,NA,,12,0,,2010,2010_02,46,"ri 2,3",,Kapunga,0.4,2,1,4,4,3,Yes,12,72,25.5,16,0,,CW13_250,CW13_252,EPO,1,Yes,No,,12,Censored,,
197,BC,CW13_133,M,8,1,,NA,NA,,8,1,,2010,2010_02,46,"le 2,3",,Kapunga,0.8,3,1,4,4,3,No,NA,NA,NA,NA,NA,,CW13_250,CW13_252,EPO,1,No,No,,8,dead,,
198,BC,CW13_134,F,14,0,,NA,NA,,14,0,,2010,2010_02,46,"le 1,4",,Kapunga,1,4,3,4,4,3,Yes,14,91,29.5,34,0,,CW13_250,BC*31,EPO,1,Yes,No,,14,Censored,,
199,BC,CW13_139,F,14,0,,NA,NA,,14,0,,2010,2010_04,47,"ri 1,4",,Kapunga,0.2,1,0,4,4,4,Yes,14,67,29.6,36,11,,CW13_249,CW13_251,WPO,0,Yes,No,,14,Censored,,
200,BC,CW13_140,M,14,0,,NA,NA,,14,0,,2010,2010_04,47,"le 2,3",,Kapunga,0.4,2,0,4,4,4,Yes,14,61,27.2,35,6,,CW13_249,CW13_251,WPO,0,Yes,No,,14,Censored,,
201,BC,CW13_141,M,13,0,,NA,NA,,13,0,,2010,2010_04,47,"ri 2,3",,Kapunga,0.8,3,1,4,4,4,Yes,13,57,27.7,31,14,,CW13_249,CW13_251,WPO,0,Yes,No,,13,Censored,,
202,BC,CW13_142,F,12,0,,NA,NA,,12,0,,2010,2010_04,47,little one,,Kapunga,1,4,2,4,4,4,Yes,12,35,19.9,8,0,,CW13_249,CW13_251,WPO,0,Yes,No,,12,Censored,,
203,BC,CW13_147,M,4,1,,NA,NA,,4,1,,2010,2010_06,38,"ri 2,3",,Kapunga,0.8,3,3,4,3,0,No,NA,NA,NA,NA,NA,,BC#18,BC*32,WPO,0,No,No,,4,dead,,
204,BC,CW13_148,F,5,1,,NA,NA,,5,1,,2010,2010_06,38,"le 2,3",,Kapunga,0.4,2,1,4,3,0,No,NA,NA,NA,NA,NA,,BC#18,BC*32,WPO,0,No,No,,5,dead,,
205,BC,CW13_149,M,6,1,,NA,NA,,6,1,,2010,2010_06,38,"ri 1,4",,Kapunga,0.2,1,0,4,3,0,No,NA,NA,NA,NA,NA,,BC#18,BC*32,WPO,0,No,No,,6,dead,,
